"","folio","id_hogar","g.alimentos","g.vestimenta","g.cuentas","g.hogar","g.salud","g.transporte","g.comunicaciones","g.recreacion","g.educacion","g.restaurantes","total_expenses","savings","n_personas","macrozona","quintil","n_menores_0_5","n_menores_6_11","n_menores_12_17","n_trabajadores","edad_promedio","n_profesionales","income_person_week","ingreso_hogar","n_personas_cut","n_menores_0_5_cut","n_menores_6_11_cut","n_menores_12_17_cut","n_trabajadores_cut","n_profesionales_cut"
"4022","13607-1",4022,221.227095357143,12.6917960280374,91.3025,98.062166122449,35.3085143558077,52.4188091588785,32.6678037383178,69.714912326492,0,90.8991928571429,704.292789944268,111.528235055732,4,"centro",5,1,1,0,2,21.5,0,203.95525625,815.821025,4,1,1,0,2,0
"4023","13608-1",4023,130.649705357143,21.3359963084112,35.3364907142857,1.50315142857143,0,11.3030935714286,16.278395,18.0893595555,29.744555,33.3148135714286,297.555560506768,-40.0609755067683,3,"centro",2,0,0,1,1,41.3333333333333,0,85.8315283333333,257.494585,3,0,0,1,1,0
"4024","13609-1",4024,63.1142175,5.98271028037383,23.6992885714286,12.9563527369826,23.9636849799733,25.891184484074,6.25105,7.51196428571428,0,6.53214285714286,175.902595695689,56.6432493043105,2,"centro",2,0,0,0,0,68,0,116.2729225,232.545845,2,0,0,0,0,0
"4025","1361-1",4025,125.224971428571,6.60346153846154,19.388875,21.2140135876419,22.6637802197802,6.41843818681319,12.567,4.67229035842294,58.755445,1.07464285714286,278.582918176834,3.03293182316594,2,"metropolitana",3,0,0,0,1,37.5,0,140.807925,281.61585,2,0,0,0,1,0
"4026","13610-1",4026,78.4262135714286,3.83662663551402,125.453765,1.56052892857143,0,12.1813928571429,28.8719058673469,15.5960017089453,0,0,265.926434568949,37.8728254310509,3,"centro",3,0,0,0,1,56,0,101.26642,303.79926,3,0,0,0,1,0
"4027","13611-1",4027,30.3222071428571,0,13.8945,0,11.879953271028,11.8,8.85,0.944,0,0,77.6906604138852,69.8093395861148,1,"centro",1,0,0,0,1,70,0,147.5,147.5,1,0,0,0,1,0
"4028","13612-1",4028,487.84917,0,12.370976635514,32.2745541121295,116.579825100133,5.09507142857143,12.98,99.8636107142857,0,18.1678489285714,785.181056919206,-654.142056919206,5,"centro",1,1,0,0,1,31.4,0,26.2078,131.039,5,0,0,0,1,0
"4029","13613-1",4029,209.747107142857,0,14.16,0,72.9280173564753,27.5656428571429,13.0095,36.6707757142857,51.386935,0,425.467978070761,-217.610978070761,3,"centro",2,0,0,0,1,41.3333333333333,0,69.2856666666667,207.857,3,0,0,0,1,0
"4030","13614-1",4030,39.9701821428571,4.27336448598131,30.847855,6.55195,5.51264018691589,0,16.315306122449,0.147205,0,0,103.618502938203,-49.0435029382033,1,"centro",1,0,0,0,0,71,0,54.575,54.575,1,0,0,0,0,0
"4031","13615-1",4031,245.863346071429,7.27280593457944,56.176555,32.2753109364867,91.512763317757,59.5043235714286,27.230565,44.4573266483516,69.56454,63.342105,697.199641480032,-317.164711480032,4,"centro",3,0,1,1,1,30.5,0,95.0087325,380.03493,4,1,1,1,1,0
"4032","13616-1",4032,270.604153214286,24.5556621495327,157.67101,94.1920009183673,87.1056520174267,1085.23715871375,72.7851453061225,677.472972362868,169.589895,157.990488979592,2797.20413866194,-137.288848661944,4,"centro",5,2,0,0,2,20.75,0,664.9788225,2659.91529,4,0,0,0,2,0
"4033","13617-1",4033,80.3675664285714,76.9205607476636,145.377102803738,11.7121321428571,41.2898909657321,1211.27148215164,32.45,354.729557964879,254.3903,5.35635714285714,2213.86495034794,834.006314652061,4,"centro",5,2,0,0,2,19.75,1,761.96781625,3047.871265,4,0,0,0,2,1
"4034","13618-1",4034,205.845711071429,0.01416,200.035032857143,16.8817121428571,41.7923916288384,93.6414892256342,27.05563,15.8967366796631,0,0.029205,601.192068605564,-308.587173605564,3,"centro",3,0,0,0,1,55.6666666666667,0,97.534965,292.604895,3,0,0,0,1,0
"4035","13619-1",4035,72.7778064285714,38.9812503738318,90.7483631775701,48.2974,58.4601214452603,49.95648,36.808402244898,77.2469839365945,151.63885,7.197705,632.113362606726,275.228167393274,2,"centro",5,0,0,1,1,30.5,0,453.670765,907.34153,2,0,0,1,1,0
"4036","1362-1",4036,18.9019564285714,44.7460052197802,156.013336923077,40.9720751089894,29.7346092857143,28.84019952441,18.346935,44.5624163461538,0,131.312948978562,513.430482815259,165.364517184741,3,"metropolitana",5,0,1,0,2,27,0,226.265,678.795,3,1,1,0,2,0
"4037","1362-2",4037,22.0617857142857,2.91758241758242,38.35,6.51350274725275,1.94505494505495,29.2326878039993,36.8458241758242,0.295,0,24.2047845433255,162.366222347325,-110.151222347325,1,"metropolitana",1,0,0,0,0,22,0,52.215,52.215,1,0,0,0,0,0
"4038","13620-1",4038,74.9383864285714,44.19336,29.456635,136.44812,16.3187135046729,56.4635514018692,19.057,11.891750650135,97.71108,9.93661142857143,496.41520841382,161.39349158618,2,"centro",5,0,0,1,1,28.5,0,328.90435,657.8087,2,0,0,1,1,0
"4039","13621-1",4039,102.535046428571,0,7.2393,0,6.83738317757009,0,14.455,1.7697938172043,0,0,132.836523423346,-17.8944934233458,2,"centro",1,0,0,0,1,57,0,57.471015,114.94203,2,0,0,0,1,0
"4040","13622-1",4040,131.199395714286,2.56401869158878,143.808364485981,16.2519714285714,20.5489187817089,47.5525033377837,12.39,64.7634830769231,0,46.7636107142857,485.842266231129,-128.793736231129,3,"centro",3,1,0,0,1,21.3333333333333,0,119.016176666667,357.04853,3,0,0,0,1,0
"4041","13623-1",4041,94.1180432142857,11.8900872496662,74.045,147.665832142857,251.877744826435,335.051239017186,18.0463355140187,139.396239015084,39.33058,46.4123921428571,1157.83349312239,-134.33748312239,2,"centro",5,0,0,1,1,28.5,0,511.748005,1023.49601,2,0,0,1,1,0
"4042","13624-1",4042,42.2917057142857,0,6.785,4.03490464285714,1.77,3.73638571428571,5.9,0,0,0,64.5179960714286,-1.09299607142856,1,"centro",1,0,0,0,0,66,0,63.425,63.425,1,0,0,0,0,0
"4043","13625-1",4043,18.5970107142857,0,0,15.8637755102041,0,0.233290816326531,3.01577436582109,15.5465,0,0,53.2563514066374,54.7390185933626,1,"centro",1,0,0,0,0,87,0,107.99537,107.99537,1,0,0,0,0,0
"4044","13626-1",4044,21.2947857142857,6.83738317757009,119.475,0,10.1020323831776,66.0304300972726,17.11,34.3380055947475,0,6.0655612244898,281.253198191543,86.0218018084568,1,"centro",3,0,0,0,1,39,0,367.275,367.275,1,0,0,0,1,0
"4045","13627-1",4045,172.538715,0,87.8670142857143,5.78486571428571,11.1107476635514,1.08433571428571,11.505,28.095750679975,0,0,317.986429057812,-205.886429057812,5,"centro",1,1,0,0,1,37.2,0,22.42,112.1,5,0,0,0,1,0
"4046","13628-1",4046,219.334796785714,12.5027230841122,68.7462596261682,21.2649244897959,31.7270733544726,27.7328476530612,38.49337,80.6055472420103,171.82924,78.4694160204082,750.706198255743,-134.376268255743,5,"centro",4,0,0,0,2,46.4,0,123.265986,616.32993,5,0,0,0,2,0
"4047","13629-1",4047,145.044925714286,20.2899345794393,180.378714953271,3.12889642857143,48.7106371028037,148.391470532138,33.5457744897959,28.9927517954653,0,60.6556122448979,669.138717840668,-415.717787840668,2,"centro",2,0,0,0,2,34.5,0,126.710465,253.42093,2,0,0,0,2,0
"4048","1363-1",4048,98.6989928571428,20.4230769230769,103.62960989011,26.0929652314898,19.8349409340659,3.40955908845253,10.572021978022,11.8186283216783,0,28.0671428571429,322.546938081181,17.0614869188189,2,"metropolitana",3,1,0,0,1,19.5,0,169.8042125,339.608425,2,0,0,0,1,0
"4049","13630-1",4049,83.6811328571428,5.86841570093458,18.75079,11.0113415816327,28.9276558878505,76.6533530898341,37.6194716326531,119.13946329773,22.860435,15.046842244898,419.558901292676,243.278663707324,2,"centro",5,0,0,0,1,35,0,331.4187825,662.837565,2,0,0,0,1,0
"4050","13631-1",4050,85.3829457142857,0,20.86535,88.474925,30.2939714285714,256.106249142717,7.965,11.664595,0,0,500.753036285574,-261.345786285574,2,"centro",2,0,0,0,0,68,0,119.703625,239.40725,2,0,0,0,0,0
"4051","13632-1",4051,27.7908121428571,0.05664,9.56154,0.11918,0,9.63491071428571,5.91534,9.83917112244898,0,0.11623,63.0338239795918,19.5661760204082,1,"centro",1,0,0,0,0,75,0,82.6,82.6,1,0,0,0,0,0
"4052","13633-1",4052,63.7994392857143,0,39.1934695927904,0,3.72332142857143,40.1501282042724,10.32205,0.2655,0,0,157.453908511348,-110.253908511348,3,"centro",1,0,0,0,1,52.3333333333333,0,15.7333333333333,47.2,3,0,0,0,1,0
"4053","13634-1",4053,41.6796439285714,7.69205607476636,52.1336642857143,100.27013877551,6.53214285714286,11.9201071428571,10.325,20.3950357142857,0,5.15386071428571,256.101649493134,-201.526649493134,1,"centro",1,0,0,0,0,66,0,54.575,54.575,1,0,0,0,0,0
"4054","13635-1",4054,30.6945392857143,0,10.4725,0.195964285714286,0,0,0,0,0,0,41.3630035714286,16.1619964285714,3,"centro",1,0,0,0,0,52.3333333333333,0,19.175,57.525,3,0,0,0,0,0
"4055","13636-1",4055,172.709857142857,1.47441,14.455,0,48.9910714285714,0,9.145,37.749130293725,0,0,284.524468865153,-208.141593865154,5,"centro",1,0,2,0,0,35.2,0,15.276575,76.382875,5,2,3,0,0,0
"4056","13637-1",4056,138.536340714286,4.63784387850467,106.364520200267,17.0105727903872,29.0588785046729,30.1105837755102,27.21552,8.23739061728395,1.646985,4.246525,367.065160480912,-150.730155480912,4,"centro",2,0,1,1,1,20.75,0,54.08375125,216.335005,4,1,1,1,1,0
"4057","13638-1",4057,18.7799107142857,1.29989642857143,9.8825,0,0,46.2737,3.245,7.35489785714285,0.7375,2.48221428571429,90.0556192857143,-31.9406192857143,4,"centro",1,0,1,1,0,20,0,14.52875,58.115,4,1,1,1,0,0
"4058","13639-1",4058,183.4487,5.98271028037383,19.3697,0,48.9910714285714,18.509775,21.83,39.4720957142857,12.778515,0,350.382567423231,-216.714822423231,5,"centro",1,0,0,1,1,33,0,26.733549,133.667745,5,0,0,1,1,0
"4059","1364-1",4059,43.5884414285714,85.968510989011,51.615855,72.1332023058908,96.0423395604396,411.350803058008,68.2363629508197,105.866611641357,0,122.098205472888,1056.90033240699,-138.531997406985,2,"metropolitana",5,0,0,0,2,33.5,0,459.1841675,918.368335,2,0,0,0,2,0
"4060","13640-1",4060,7.07627035714286,5.29811728971963,146.806245466898,29.6997097114347,193.334119527791,118.398021828604,58.0428755102041,6.44963892473118,0,0,565.104998616526,-297.904028616526,2,"sur",2,0,0,0,2,43,0,133.600485,267.20097,2,0,0,0,2,0
"4061","13641-1",4061,48.3574535714286,0,122.13,0.933163265306122,0,121.624285714286,11.8,10.7471933658211,0,7.34408821428571,322.936184131127,86.1689308688728,3,"sur",4,0,1,0,1,33.3333333333333,0,136.368371666667,409.105115,3,1,1,0,1,0
"4062","13642-1",4062,13.1949285714286,2.90588785046729,29.0131121495327,0,54.4853971962617,34.9469642857143,0,2.00992242679681,0,0,136.556212480201,107.703787519799,2,"sur",2,0,0,0,2,49,0,122.13,244.26,2,0,0,0,2,0
"4063","13643-1",4063,199.892716428571,29.9135514018692,135.519165,161.719436954887,112.337849756342,689.696453289474,112.11019418272,216.947105191809,2.45794,216.49387755102,1877.08828975669,652.241710243308,4,"sur",5,0,0,2,1,26.25,0,632.3325,2529.33,4,0,0,3,1,0
"4064","13644-1",4064,117.075596428571,7.1792523364486,169.3595,11.2973803166126,44.0150742489987,62.6361988106695,19.3919490654206,27.2647273278657,0,30.943693877551,489.163372412138,-78.4180574121381,4,"sur",4,0,0,0,2,52.75,0,102.68632875,410.745315,4,0,0,0,2,0
"4065","13645-1",4065,25.5517832142857,0,11.5935,0,0,6.27085714285714,10.1775,0.54044,0,0,54.1340803571428,0.440919642857147,2,"sur",1,0,0,0,0,38,0,27.2875,54.575,2,0,0,0,0,0
"4066","13646-1",4066,232.842151428571,36.7348801201602,165.368231134846,60.8939002813275,74.7784966255007,42.2534821428571,34.575881377551,162.167532684613,111.099065,56.2701181632653,976.983738958693,368.731921041307,3,"sur",5,0,1,0,2,32.3333333333333,0,448.571886666667,1345.71566,3,1,1,0,2,0
"4067","13647-1",4067,38.5783721428571,8.44507252336448,28.945105,5.92242196929239,113.835290565198,58.5870322963952,17.765195,36.9969683197177,32.89132,6.06233428571428,348.029112102539,-4.20661210253922,3,"sur",3,1,0,0,2,26.6666666666667,0,114.6075,343.8225,3,0,0,0,2,0
"4068","13648-1",4068,85.8127607142857,9.57062710280374,20.6194885714286,8.3984693877551,15.1545714285714,0,11.7941,1.17730285714286,1.228675,0,153.755995061987,-71.1559950619874,3,"sur",1,1,0,1,0,16,0,27.5333333333333,82.6,3,0,0,1,0,0
"4069","13649-1",4069,51.8104496428571,1.36054,123.84513,4.11232107142857,50.963381759012,12.3705721428571,7.037815,14.71991,57.51792,3.84026785714286,327.578307473298,-227.278307473298,3,"sur",1,0,0,0,0,36.6666666666667,0,33.4333333333333,100.3,3,0,0,0,0,0
"4070","1365-1",4070,45.5048035714286,6.41770879120879,92.8925824175824,3.25553571428571,22.9516483516483,0.486263736263736,5.605,31.0231401098901,0,0,208.136682692308,-102.821682692308,1,"metropolitana",1,0,0,0,1,30,0,105.315,105.315,1,0,0,0,1,0
"4071","13650-1",4071,70.6248753571428,4.48566247663551,27.57424,53.2515362335495,50.2690027355522,7.65567142857143,20.4874489795918,21.0677621428571,0,4.08258928571428,259.498788639615,91.2134363603853,3,"sur",3,0,0,0,0,55,0,116.904075,350.712225,3,0,0,0,0,0
"4072","13651-1",4072,73.6540407142857,3.4382446929239,75.3318670718853,19.5011971361816,26.3744411281709,1.34987785714286,20.2602636448598,15.3754267823765,0,1.35287,236.638229027827,-30.7828040278266,2,"sur",2,0,0,0,0,66.5,0,102.9277125,205.855425,2,0,0,0,0,0
"4073","13652-1",4073,42.4131192857143,20.6830841121495,116.759345794393,14.930612244898,14.9567757009346,73.6310018796992,9.44,1.48938331775701,168.8816,97.7796464285714,560.964568764117,-484.264568764116,3,"sur",1,0,0,0,1,23.3333333333333,0,25.5666666666667,76.7,3,0,0,0,1,0
"4074","13653-1",4074,46.5447839285714,11.274380894526,57.060375,13.6952475996642,10.4782621495327,8.10378625134264,20.9224752336449,7.71354439053744,0,20.0210178571429,195.813873304962,89.5036366950378,1,"sur",3,0,0,0,1,28,0,285.31751,285.31751,1,0,0,0,1,0
"4075","13653-2",4075,27.3357114285714,26.7634712950601,57.060375,1.92632892857143,0,2.32750563909774,56.2538836543963,2.83255140186916,0,6.91753928571428,181.41736663328,148.98263336672,1,"sur",3,0,0,0,1,28,0,330.4,330.4,1,0,0,0,1,0
"4076","13654-1",4076,24.3779571428571,6.15279018691589,34.431515,0,11.1107476635514,12.1497857142857,13.275,18.3211534567901,0,27.5283163265306,147.347265490931,238.838709509069,3,"sur",3,0,0,0,2,53,0,128.728658333333,386.185975,3,0,0,0,2,0
"4077","13655-1",4077,52.76665,13.7199357418758,110.836515,43.0766797183008,109.92513317757,64.4305463447433,25.65025,12.2494586915888,0,4.24589285714286,436.901061531222,56.3843684687783,1,"sur",4,0,0,0,1,64,0,493.28543,493.28543,1,0,0,0,1,0
"4078","13656-1",4078,112.563255357143,50.0034058744993,48.60361,102.248706926378,21.0444524165554,101.322919799708,58.8263001401869,113.955267520296,0,38.5653921428571,647.133310177624,146.958604822376,4,"sur",5,1,0,0,2,32.75,0,198.52297875,794.091915,4,0,0,0,2,0
"4079","13657-1",4079,56.7074917857143,13.0756406542056,54.5405901602136,145.221754413981,97.3621429944688,0,16.815,63.9054942824465,0,3.91928571428571,451.547400005315,-134.422400005315,2,"sur",3,0,0,0,1,72,0,158.5625,317.125,2,0,0,0,1,0
"4080","13658-1",4080,25.2878425,0.064015,27.6420267857143,1.40858285714286,22.2233881694891,0.33866,0.150745,0.09912,0,0.13157,77.3459503123463,-30.1459503123463,1,"sur",1,0,0,0,0,74,0,47.2,47.2,1,0,0,0,0,0
"4081","13659-1",4081,87.9990689285714,57.6049879305741,122.865683130841,184.706508148961,63.0078672429906,610.067617400645,43.2019312244898,115.809525801388,56.219625,0,1341.48281480846,0.497260191540117,4,"sur",5,0,2,0,2,27.5,0,335.49501875,1341.980075,4,2,3,0,2,0
"4082","1366-1",4082,224.76345,0.079945,58.7136457692308,8.37302714285714,40.3355607142857,22.5211136813187,23.493505,27.478841248,47.6897,2.50324357142857,455.952032127121,270.914987872879,3,"metropolitana",5,0,0,0,1,51,0,242.289006666667,726.86702,3,0,0,0,1,0
"4083","13660-1",4083,172.349282857143,16.936755046729,112.677011728972,74.730222038909,25.5937169377591,86.5803959665519,14.628755,49.486608532302,29.4882,43.6870401879699,626.157988296336,415.945736703664,3,"sur",5,1,0,0,2,19.3333333333333,0,347.367908333333,1042.103725,3,0,0,0,2,0
"4084","13661-1",4084,102.205299642857,48.2523807943925,165.379528571429,9.30942097162131,163.119891588785,231.140979322907,34.4962473850849,58.1573703852201,0.737205,169.041279285714,981.839602948011,-390.899732948011,3,"sur",4,0,0,1,2,27,0,196.979956666667,590.93987,3,0,0,1,2,0
"4085","13662-1",4085,84.3858878571428,13.2760697196262,78.8076536915888,78.1795886763303,14.5203935046729,296.138283641246,19.2469992990654,30.914191831212,0,27.134302792696,642.60337101358,-36.7733760135805,2,"sur",4,0,0,0,2,34,0,302.9149975,605.829995,2,0,0,0,2,0
"4086","13663-1",4086,15.8077857142857,23.8393911214953,95.0749792990654,77.0717357285905,0,23.470862244898,24.4555,8.3426,0,20.8561989795918,288.919053087927,254.560921912073,3,"sur",4,1,0,0,2,17.6666666666667,0,181.159991666667,543.479975,3,0,0,0,2,0
"4087","13664-1",4087,56.4161582142857,10.0851401869159,110.409539719626,12.7895694259012,5.97667702492212,72.9097423230974,28.2737632653061,33.9671373954989,0,49.05378,379.881507555554,-18.1687325555536,4,"sur",3,0,0,0,3,34,0,90.42819375,361.712775,4,0,0,0,3,0
"4088","13665-1",4088,47.8983071428571,14.5636592523364,29.5,1.00543826530612,32.6618629063362,97.388681374163,20.6701757943925,29.647422571676,72.36881,10.3647692320086,356.069126539076,67.4579484609238,3,"sur",4,0,0,0,1,36.3333333333333,0,141.175691666667,423.527075,3,0,0,0,1,0
"4089","13666-1",4089,100.740666785714,5.52337322429907,29.720365,14.0682124070189,2.61529906542056,2.77616071428571,19.47,8.91056386645963,0.49147,0,184.316111063198,217.018998936802,4,"sur",4,0,0,1,3,34.25,0,100.3337775,401.33511,4,0,0,1,3,0
"4090","13667-1",4090,60.6346160714286,5.38272990654206,18.0201742523364,9.71929745327103,0,8.2305,14.12165,43.0844330415609,0,0,159.193400725139,108.363929274861,2,"sur",2,0,0,0,1,39.5,0,133.778665,267.55733,2,0,0,0,1,0
"4091","13668-1",4091,3.33139285714286,0,41.09232,0,2.53783912983222,568.187902792696,14.1541,0.854672897196262,176.02001,28.3168392857143,834.495076962582,-760.745076962582,2,"sur",1,0,0,0,0,23.5,0,36.875,73.75,2,0,0,0,0,0
"4092","13669-1",4092,15.7816571428571,0,18.29,2.09961734693878,9.24333333333333,19.6280357142857,17.1985,4.44320987654321,0,0,86.6843534139582,427.630151586042,3,"sur",4,0,0,0,3,46.3333333333333,0,171.438168333333,514.314505,3,0,0,0,3,0
"4093","1367-1",4093,49.5134321428571,20.1453684615385,35.61594,13.2595927202306,18.1247124725275,14.7102171428571,20.020175,46.2562637406261,0,4.45749214285714,222.103193823494,95.1114861765059,2,"metropolitana",3,0,1,0,1,24.5,0,158.60734,317.21468,2,1,1,0,1,0
"4094","13670-1",4094,43.7457607142857,0,42.0901785714286,20.2963010204082,30.7330438095238,290.377039473684,17.995,1.44440740740741,38.641755,6.53214285714286,491.855628853881,-311.752523853881,4,"sur",2,0,1,1,1,23.75,0,45.02577625,180.103105,4,1,1,1,1,0
"4095","13671-1",4095,27.7924557142857,1.73031009345794,50.4236335714286,61.5679864218959,15.2786464330218,68.6717857142857,19.30834,16.63564,5.65397,1.27381,268.336577948376,-69.2351779483756,4,"sur",2,0,2,0,2,25.75,0,49.77535,199.1014,4,2,3,0,2,0
"4096","13672-1",4096,5.94425,0.98294,13.619265,2.33290816326531,5.87774571077226,11.9324546061415,14.75,4.52216485822306,0,0,59.9617283384021,55.6602766615979,2,"sur",1,0,1,0,1,31,0,57.8110025,115.622005,2,1,1,0,1,0
"4097","13673-1",4097,11.0001285714286,0,22.223235,0,2.61285714285714,0,19.765,0,0,0,55.6012207142857,145.728019285714,2,"sur",2,0,0,0,0,77,0,100.66462,201.32924,2,0,0,0,0,0
"4098","13674-1",4098,42.7732422214286,12.8077861682243,36.846241635514,2.30676214953271,8.48995427236315,34.751393858478,39.4610747663551,24.0436910228777,0.123015,0.587892857142857,202.191053951916,-60.5910539519164,3,"sur",1,0,0,1,1,29,0,47.2,141.6,3,0,0,1,1,0
"4099","13675-1",4099,30.1131785714286,0,22.666915,1.63303571428571,20.5548831775701,16.5164158878505,7.08,0.2655,0,0,98.8299283511348,70.7502316488652,2,"sur",1,0,0,0,0,72,0,84.79008,169.58016,2,0,0,0,0,0
"4100","13676-1",4100,41.3484642857143,0,32.1798130841121,13.1134817327866,8.33446682242991,84.9337441278848,12.0891,27.6965517608251,0.61419,20.2496428571429,240.559454670896,11.0740703291043,2,"sur",2,0,0,0,1,30,0,125.8167625,251.633525,2,0,0,0,1,0
"4101","13677-1",4101,48.54225,7.48846153846154,49.9082296703297,14.7999549630697,10.6978021978022,13.5278571428571,50.3695090163934,3.59967782217782,41.296755,24.3375,264.567997351092,-72.9713973510915,3,"sur",2,0,0,0,1,50.3333333333333,0,63.8655333333333,191.5966,3,0,0,0,1,0
"4102","13678-1",4102,61.84675,36.7485517303278,98.36008,20.1896832967033,1.75054945054945,19.20332,9.89021214285714,27.9075894105894,0,0.583805,276.480541031027,11.4394589689729,3,"sur",3,0,1,1,1,20,0,95.9733333333333,287.92,3,1,1,1,1,0
"4103","13679-1",4103,220.551987857143,6.143375,91.5975,3.01544785714286,23.9630769230769,42.7960714285714,36.27556,27.8890260714286,40.291395,3.58707357142857,496.110513708791,-222.266438708791,5,"sur",3,1,0,1,1,38.6,0,54.768815,273.844075,5,0,0,1,1,0
"4104","1368-1",4104,286.336229285714,7.84586538461538,55.671515,9.33358928571428,43.3070341208791,134.251728296703,21.67719,308.130216164409,0,93.8340214285714,960.387388966607,633.230636033393,3,"metropolitana",5,1,0,0,2,21.6666666666667,0,531.206008333333,1593.618025,3,0,0,0,2,0
